date,nb_articles,titles,news
2022-02-10,7,"Fed rate hike anticipation pushes investors into value stocks over growth | Futures Definition | Investing Dictionary | U.S. News | SPDR S&P 500 ETF Trust (SPY) News and Forecast: Will the SPY go up or down after CPI data? | SPY: 3 Charts that PROVE Future Direction of Stock Market | Stock Market News for Feb 10, 2022 | The Drum | Warren Buffett Recommends a Portfolio: Here's How to Create it With Just 2 ETFs","Fed rate hike anticipation pushes investors into value stocks over growth | Futures Definition | Investing Dictionary | U.S. News | SPDR S&P 500 ETF Trust (SPY) News and Forecast: Will the SPY go up or down after CPI data? | SPY: 3 Charts that PROVE Future Direction of Stock Market | Stock Market News for Feb 10, 2022 | The Drum | Warren Buffett Recommends a Portfolio: Here's How to Create it With Just 2 ETFs"
2022-02-11,10,"Top 10 On Syfe Trade: What To Know About The Stocks & ETFs That Investors Are Snapping Up | These were the most bought ISA stocks and shares last month | Stocks Fall With Nasdaq, S&P 500 Heading for Weekly Declines | Stock Market News for Feb 11, 2022 | Want to Invest in the S&P 500 as a Canadian? Here Are 3 Ways You Can | S&P 500 Earnings Season Update: February 11, 2022 | LIVE MARKETS S&P 500: Looking for a breakout | Is the stock market really a better investment than an MLB team? | Better Buy: Vanguard S&P 500 ETF or ARK Innovation ETF | S&P 500 Opens Up on Diversity After Floyd as Investors Seek More","Top 10 On Syfe Trade: What To Know About The Stocks & ETFs That Investors Are Snapping Up | These were the most bought ISA stocks and shares last month | Stocks Fall With Nasdaq, S&P 500 Heading for Weekly Declines | Stock Market News for Feb 11, 2022 | Want to Invest in the S&P 500 as a Canadian? Here Are 3 Ways You Can | S&P 500 Earnings Season Update: February 11, 2022 | LIVE MARKETS S&P 500: Looking for a breakout | Is the stock market really a better investment than an MLB team? | Better Buy: Vanguard S&P 500 ETF or ARK Innovation ETF | S&P 500 Opens Up on Diversity After Floyd as Investors Seek More"
2022-02-14,8,"The state of net zero, for now | The Pros' 10 Best S&P 500 Stocks to Buy Now | Russia-Ukraine crisis: What happens to the stock market amid geopolitical shocks | What The Rock's arms and the S&P 500 all have in common | Can 'buying the dip' beat the S&P 500? | BofA's Subramanian Says We'll Be 'Shocked by the Volatility' in 2022, but Remains Bullish on These 3 Sectors | 10 tech value stocks that at least 75% of analysts rate as a 'buy' right now | Dow, S&P slide, Nasdaq ends flat as oil hits $95 per barrel","The state of net zero, for now | The Pros' 10 Best S&P 500 Stocks to Buy Now | Russia-Ukraine crisis: What happens to the stock market amid geopolitical shocks | What The Rock's arms and the S&P 500 all have in common | Can 'buying the dip' beat the S&P 500? | BofA's Subramanian Says We'll Be 'Shocked by the Volatility' in 2022, but Remains Bullish on These 3 Sectors | 10 tech value stocks that at least 75% of analysts rate as a 'buy' right now | Dow, S&P slide, Nasdaq ends flat as oil hits $95 per barrel"
2022-02-15,7,"What The Fed's Balance Sheet Reduction Will Mean For The S&P 500 - SPDR S&P 500 (ARCA:SPY) | US T-bond yields fade week-start rebound, S&P 500 Futures remain indecisive | S&P 500 closes flat on Wednesday as investors assess the Fed's next move, Russia-Ukraine risk | Stock Market News for Feb 15, 2022 | 20 Percent of TSP C Fund Invested in FAANG Stocks | $ARKK, Shopify & Tesla's PE – What's Trending on YCharts? | LIVE MARKETS S&P 500 futures weigh Russia relief vs PPI pop","What The Fed's Balance Sheet Reduction Will Mean For The S&P 500 - SPDR S&P 500 (ARCA:SPY) | US T-bond yields fade week-start rebound, S&P 500 Futures remain indecisive | S&P 500 closes flat on Wednesday as investors assess the Fed's next move, Russia-Ukraine risk | Stock Market News for Feb 15, 2022 | 20 Percent of TSP C Fund Invested in FAANG Stocks | $ARKK, Shopify & Tesla's PE – What's Trending on YCharts? | LIVE MARKETS S&P 500 futures weigh Russia relief vs PPI pop"
2022-02-16,3,"Female Executives Earned 25% Less Than Men Do, a Nine Year High | How $200 Per Month Could Make You a Stock Market Millionaire | With Energy Stocks, It's the Volatility That Kills You","Female Executives Earned 25% Less Than Men Do, a Nine Year High | How $200 Per Month Could Make You a Stock Market Millionaire | With Energy Stocks, It's the Volatility That Kills You"
2022-02-17,3,This investment strategy is an extremely effective way to beat the S&P 500 | Is Schwab S&P 500 (SWPPX) a Strong Mutual Fund Pick Right Now? | Ukraine fears drive sharp losses in US stocks,This investment strategy is an extremely effective way to beat the S&P 500 | Is Schwab S&P 500 (SWPPX) a Strong Mutual Fund Pick Right Now? | Ukraine fears drive sharp losses in US stocks
2022-02-18,6,"S&P 500 earnings, week of Feb. 21: 29 companies to report | The S&P 500 will surge 20% by year-end and recession fears are overblown, BMO strategy chief says | Market Rewarding Positive EPS Surprises Less Than Average for S&P 500 Companies for Q4 | LIVE MARKETS What history says about geopolitics and the market | How To Make An Easy $2335 In Your Brokerage Account | 10 Biggest Losers in the S&P 500 This Year","S&P 500 earnings, week of Feb. 21: 29 companies to report | The S&P 500 will surge 20% by year-end and recession fears are overblown, BMO strategy chief says | Market Rewarding Positive EPS Surprises Less Than Average for S&P 500 Companies for Q4 | LIVE MARKETS What history says about geopolitics and the market | How To Make An Easy $2335 In Your Brokerage Account | 10 Biggest Losers in the S&P 500 This Year"
2022-02-22,12,"What Is a Stock Market Correction? | U.S. market fallout from Russia-Ukraine strife may be brief, some strategists say | Think VAS is the best ASX index fund? These ETFs have beaten it over the past decade... | S&P 500 logs first correction in 2 years as Russia-Ukraine conflict escalates. Here's what history says happens next to U.S. stock-market benchmark | S&P 500 could test 3800 level -strategist | Stocks Hit Correction Territory as the West Announces Russia Sanctions | S&P 500 confirms correction as stocks stumble on war fears | S&P 500 Charts Are So Bad Even Bulls Are Looking to Adjust Bets | How Options Expiration Keeps Crushing the Stock Market | Dow closes at its lowest level of 2022 so far, S&P 500 drops further into correction territory | 4 Charts That Show Why Investors Should Invest in Real Estate in 2022 | S&P 500 confirms correction; Ukraine-Russia crisis keeps investors on edge","What Is a Stock Market Correction? | U.S. market fallout from Russia-Ukraine strife may be brief, some strategists say | Think VAS is the best ASX index fund? These ETFs have beaten it over the past decade... | S&P 500 logs first correction in 2 years as Russia-Ukraine conflict escalates. Here's what history says happens next to U.S. stock-market benchmark | S&P 500 could test 3800 level -strategist | Stocks Hit Correction Territory as the West Announces Russia Sanctions | S&P 500 confirms correction as stocks stumble on war fears | S&P 500 Charts Are So Bad Even Bulls Are Looking to Adjust Bets | How Options Expiration Keeps Crushing the Stock Market | Dow closes at its lowest level of 2022 so far, S&P 500 drops further into correction territory | 4 Charts That Show Why Investors Should Invest in Real Estate in 2022 | S&P 500 confirms correction; Ukraine-Russia crisis keeps investors on edge"
2022-02-23,17,"Russia-Ukraine Crisis Troubles the Stock Market | VIP Hedge Fund Stocks See Worst-Ever Performance Relative to S&P 500 | The Russia-Ukraine Conflict Is Rattling the Stock Market. Here's What Investors Should Do Now | Stock market news live updates: S&P 500 sinks further into correction, setting new 2022 low with Russia-Ukraine in focus | S&P/NZX50 Index slides 3.3 per cent into correction after Russia attacks Ukraine | S&P 500 closes 1.5% higher after sharp reversal, as traders shake off Russia's invasion of Ukraine | S&P 500 Falls Deeper Into Correction Territory As Ukraine Declares State Of Emergency | Reliance Standard Launches New Annuity Product: Reliance Accumulator™ | LIVE MARKETS For the S&P 500, it's looking a lot like 2018 | Is Flowserve Stock A Buy At $32? | How the Russia-Ukraine Crisis Is Shaking Markets and Portfolios | Home Depot Hit Affects 300 ETFs | Global stocks plunge as Russia attacks Ukraine | Four Large-Cap Value ETFs That Morningstar Likes | False Safe Haven: Bitcoin Correlation With S&P 500 Hits ATH | Corporate America's strong earnings into 2022 is good news for stocks: strategist | Can Quality ETFs be Good Bets as Russia-Ukraine Tensions Rise?","Russia-Ukraine Crisis Troubles the Stock Market | VIP Hedge Fund Stocks See Worst-Ever Performance Relative to S&P 500 | The Russia-Ukraine Conflict Is Rattling the Stock Market. Here's What Investors Should Do Now | Stock market news live updates: S&P 500 sinks further into correction, setting new 2022 low with Russia-Ukraine in focus | S&P/NZX50 Index slides 3.3 per cent into correction after Russia attacks Ukraine | S&P 500 closes 1.5% higher after sharp reversal, as traders shake off Russia's invasion of Ukraine | S&P 500 Falls Deeper Into Correction Territory As Ukraine Declares State Of Emergency | Reliance Standard Launches New Annuity Product: Reliance Accumulator™ | LIVE MARKETS For the S&P 500, it's looking a lot like 2018 | Is Flowserve Stock A Buy At $32? | How the Russia-Ukraine Crisis Is Shaking Markets and Portfolios | Home Depot Hit Affects 300 ETFs | Global stocks plunge as Russia attacks Ukraine | Four Large-Cap Value ETFs That Morningstar Likes | False Safe Haven: Bitcoin Correlation With S&P 500 Hits ATH | Corporate America's strong earnings into 2022 is good news for stocks: strategist | Can Quality ETFs be Good Bets as Russia-Ukraine Tensions Rise?"
2022-02-24,13,"Wall St rallies as West hits Russia with new sanctions | These 13 Stocks Implode As The World Prepares For War | Stock Market Today: Dow, S&P Live Updates for Feb. 25, 2022 | Stock Market News for Feb 24, 2022 | S&P 500 Plunges to Nine-Month Low as Russia Invades Ukraine | Most overpaid CEOs in S&P 500: Paycom, GE, T-Mobile, Nike | Kevin O'Leary Predicts Crypto Will Be 12th Sector Of S&P 500 In The 'Next Few Years' | Lessons from the last war that rocked global markets | LIVE MARKETS S&P 500 valuations starting to look not half bad | Introducing the Global X Dow 30 Covered Call ETF (DJIA) | How The Stock Market Performs In Times Of War - SPDR S&P 500 (ARCA:SPY) | 5 Income Stocks That Have Beaten the S&P 500 For a Decade | Moneybox moves into ETFs with expanded investment offering","Wall St rallies as West hits Russia with new sanctions | These 13 Stocks Implode As The World Prepares For War | Stock Market Today: Dow, S&P Live Updates for Feb. 25, 2022 | Stock Market News for Feb 24, 2022 | S&P 500 Plunges to Nine-Month Low as Russia Invades Ukraine | Most overpaid CEOs in S&P 500: Paycom, GE, T-Mobile, Nike | Kevin O'Leary Predicts Crypto Will Be 12th Sector Of S&P 500 In The 'Next Few Years' | Lessons from the last war that rocked global markets | LIVE MARKETS S&P 500 valuations starting to look not half bad | Introducing the Global X Dow 30 Covered Call ETF (DJIA) | How The Stock Market Performs In Times Of War - SPDR S&P 500 (ARCA:SPY) | 5 Income Stocks That Have Beaten the S&P 500 For a Decade | Moneybox moves into ETFs with expanded investment offering"
2022-02-25,6,"What Is CAPM? | S&P 500 earnings, Feb. 28-March 18: 19 companies to report | S&P 500 Forward P/E Ratio Falls Below Five-Year Average for First Time Since Q2 2020 | Corporate America's 2021 profits were higher than ever | 3 Options Trades to Play Market Volatility | Live updates: US stocks rise as Russia opens possibility of diplomacy","What Is CAPM? | S&P 500 earnings, Feb. 28-March 18: 19 companies to report | S&P 500 Forward P/E Ratio Falls Below Five-Year Average for First Time Since Q2 2020 | Corporate America's 2021 profits were higher than ever | 3 Options Trades to Play Market Volatility | Live updates: US stocks rise as Russia opens possibility of diplomacy"
2022-02-28,6,"Stock Bulls Buy the Dip as Goldman Warns of Liquidity Risk | AMC Stock, GME Stock, Meme ETF: Key Takeaways So Far In 2022 | Bitcoin Bucks S&P Correlation Trend With Uptick as Ukraine Crisis Escalates | Charts Show Energy Stocks Will Outperform Through Broader Market Gloom | Charts Show That The S&P 500 Could Fall Another 10% To 25% | LIVE MARKETS S&P 500 Index attempts to hammer out a low","Stock Bulls Buy the Dip as Goldman Warns of Liquidity Risk | AMC Stock, GME Stock, Meme ETF: Key Takeaways So Far In 2022 | Bitcoin Bucks S&P Correlation Trend With Uptick as Ukraine Crisis Escalates | Charts Show Energy Stocks Will Outperform Through Broader Market Gloom | Charts Show That The S&P 500 Could Fall Another 10% To 25% | LIVE MARKETS S&P 500 Index attempts to hammer out a low"
2022-03-01,8,"Stock Market Today: Dow, S&P Live Updates for Mar. 2, 2022 | Short bets against energy stocks rise to highest level since 2020 | SPDR S&P 500 ETF Trust SPY Stock News and Forecast: Bears in charge, but volatile swings still possible | Bitcoin, crypto soar, decouple from stocks as Russia-Ukraine moves from bad to worse | LIVE MARKETS President Biden's first SOTU address: 'So too' goes the S&P 500 | These 15 Stocks And 10 Funds Are Overexposed To Russia And Ukraine | Not All Indexes Are Created Equal (or Cap-Weighted) | Why Markets Bounced Back So Quickly After the Russian Invasion of Ukraine","Stock Market Today: Dow, S&P Live Updates for Mar. 2, 2022 | Short bets against energy stocks rise to highest level since 2020 | SPDR S&P 500 ETF Trust SPY Stock News and Forecast: Bears in charge, but volatile swings still possible | Bitcoin, crypto soar, decouple from stocks as Russia-Ukraine moves from bad to worse | LIVE MARKETS President Biden's first SOTU address: 'So too' goes the S&P 500 | These 15 Stocks And 10 Funds Are Overexposed To Russia And Ukraine | Not All Indexes Are Created Equal (or Cap-Weighted) | Why Markets Bounced Back So Quickly After the Russian Invasion of Ukraine"
