date,headline,source,content,url,published_at
2024-12-20,"Key Fed inflation measure shows 2.4% rate in November, lower than expected",CNBC,,https://news.google.com/rss/articles/CBMic0FVX3lxTE8tZWRFRWRBeVhmbE12SXNoT1FtdUw5TkYtT1cyMlI3cmxWS01rY291YmJsRVU4TTRVQlRsU0U0UzZZcjJVWFpvRFdCYlh2Ri1wMzJldEZPTG1MaU9GY2daWGVOSWN1WU82WVM1MWxwT0lORE3SAXhBVV95cUxQeEJXOTZqU2NINWxMbG1qY212VHdMVnhBQzVxNDBGRXJBLUcybGpoandoa01Idk9hdEp2Tkdaay0zTTRqNHl0OVNZYXpKZzZ3T3dodGZTR1B6VnQwUTFmMGNFQ2RQU0psOU1qMGRidlFsVUxPYUtmQmc?oc=5,2024-12-20 08:00:00
2024-12-20,Market Turmoil Amid US Fed Guidance and Rupee Depreciation,Vajiram & Ravi,,https://news.google.com/rss/articles/CBMipAFBVV95cUxOaW1fQ1JHdUR6UVV4TU9ZRTg3bThwODQ0QnFicmRVY3h5RllfU3duZjhfS0l2LUplYkJjRTJGeDJrYUkyYWN1cEdLeERrdV9KZUZ3VV9TUi1qNTJmRVdQbjRFLXVSdVFqZ01HZ3pDcTRrUExxeVJVQU1zRnJreWlaOEFmeFpickhGY0UtX2ZfQ0JjMlZ6OFRoOGo3Sm1KV0w5SVV3Vg?oc=5,2024-12-20 08:00:00
2024-12-20,Red Sea boxship transits hit 2024 high despite Houthi threat,Lloyd's List,,https://news.google.com/rss/articles/CBMingFBVV95cUxQaVF5eTFXNGNNZ0FNLWU2N2RiSmtsUi1pajlKc3hhNTY1amZMS0R1RG5DcWtnZ3NHLTVtUkFkWWU4OFpna3NIYXZWd09oek1QVlFsd2tzZy1jeUZlbk10OXhXQ2hxdXpKUjQ0elpTSGtKY2VwTkNoNTc0MTNreElRVWswU0dadHgybzU2dmVFNExtZWpQQ2ZUYy1KYTBmdw?oc=5,2024-12-20 08:00:00
2024-12-20,Russia’s labour shortage bears mixed fortunes for economy,GIS Reports,,https://news.google.com/rss/articles/CBMiakFVX3lxTE1nVXdvMEljRDhoa3pmS1Z0NTJLcEppZUNCQ0RreVd5RS1fNTllS000Vmp4RDIyWDE4TllMNFZldjVSdm45eG40WjBoMHZNS0RCbENnV2lBc2FjS1N5NTlhQXlXSnNPVzAtbVE?oc=5,2024-12-20 08:00:00
2024-12-20,"Warren Buffett ignores Wall Street, buys more stock in this oil-and-gas company",MarketWatch,,https://news.google.com/rss/articles/CBMiwwNBVV95cUxNU0RyVzNWcGNVRU5pdnozTFJBSmtFenFMWm5Jak9GakRsbko4eGxSOURGT2pLazRQNkRxRk9wVHVNRGxVU1BJSDh3dHMzYmZjRXBUdHZIb2RwOVRCMDhjYVEyTFBfNWp3R2VoUDVUVWk2VG4tc2hnQWMwcjRjNnNSYWpsZEVFN3hqNVV3bFF3b0ZsZGZ1b2lhdGNLV0tOZWM5bjNWUHk4cnR2bUM3emNlNEU2MHRZUVFhNllHNjZIQTVYdVcwUTNMMlIyaVZfSnVoZFN5MW16YTFaNnpzb1JWZWM3d0JneWo0SW9HTVNpQ0xmQ21HSVJOUDJfSmthTUxVbmVubHpIUDRxRXNla3gzRkxucmJxSGRVbnB5UW45aGpYOGRvNlY2S2NjbE02empvN1pLaVZaMGdPUVlWOGJrTzdTSnozczJDMGlhTnVsRlVKX1JBYnhHTjVRSmxEQUZ6dkVrLVNYbFpvaVBXdlhSRzRITVA0QmZudjBEZjdocTdYa1pJcWlId3h5R3lXQ25nNDNRYkJRczZmRVQwVndXQ1R2X2dSaWtMZE1DR2FNM3pVdEg3V0lIc2lHMFJRc0QtTERZ?oc=5,2024-12-20 08:00:00
2024-12-20,"flynas Launches Two Weekly Flights Between Dammam and Red Sea International Airport, Expanding Network and Supporting Regional Tourism Growth Aligned with Saudi Arabia’s Vision 2030",Travel And Tour World,,https://news.google.com/rss/articles/CBMizAJBVV95cUxNSjN3YkNfQ1F0ZUJ6dUJLOUp0UWZabjhNNUFzRElvX2xEWGhoSnFzTEdfenpadGd3MEl1eFhnNF9tSXJBajR3eFk4V1BwSEdRSHM3WG0yTUdXWGQtNTRnODg5ZUZmNGV4R1NIeGRIeUNrTEgyYlFDblU4YzJxeVp3UUo3MHNZVWNZeXF4SnBYRU5IbW56Y3U0a2xiTV9ZTG5NSC1GU2w5YVNYOHRqN1J0eDYzbllXOU9KdkxCZUdySlRhZjJZOEZVUk9SY3dFaUc4WDhkRzNvc2xnLVVGVlJjbzlzRkNLekZ1WGRlempseTIzYzVLN2ZkSkk0TjBJYnlQbVByQ0ZibE00Ym1mRUVodDlwa2NVblB6cWxtZUZyRk5JSVpicmRZbV9yUlF4eXRrRC1qVi1VdmxYbGhkYjFWODI1R096M1VaSE5KQw?oc=5,2024-12-20 08:00:00
2024-12-20,‘So glad to be home’: USS Abraham Lincoln makes San Diego homecoming after sailing in harm’s way in Red Sea,San Diego Union-Tribune,,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNWGctd1FmektRM2hneVpxV1p5aGt4U1JZUG9WTzlnR2VxY21HRGtoT2JTR0FTZk8wZDBhdDl4Vk5PSWNORVZpWHhNZnRyTUkzVkpkaExpcUlWbFVNbFdDaEk5MmV4aWtnMWJMLS1zMldYWHltZXUzdnE2alVyN0dKZmJ1WmtpaUZ5MXlwSHVsNDNMeV94S3RqczN0MW5mcm02bFBpakQtZU1MUWgxWkpRYW1OQXZxZjdjZzROR0EwaWUwT3FYQ0x1VDg1Y1NETlM5MHVHS052ckJoT2dPcUgyT3JjYzJ4T0k?oc=5,2024-12-20 08:00:00
2024-12-21,2 U.S. Navy pilots eject to safety after friendly fire downs their fighter jet,NBC News,,https://news.google.com/rss/articles/CBMirAFBVV95cUxOaFJEZVhSRWg5V0Rzd2VaMG0tVFI2ZjBaLWNxTEtkWVdDQW10UDZIcnREclFxRS1VZE91VHZOamRLR3hWeGRHWjhCTEFsWVRPaFZLRnNkbUlldUJDTjdkS2hiM3ZoTGJ0ZHduWUkwbDFLRXJhN1FtRkkwV0lqcDZnOUp3TGVuYU5JRTdDQmk5UUpuVFRoNHFKbWdRT1d0TjM3VmQ2MG1CM2NTY0JS?oc=5,2024-12-21 08:00:00
2024-12-21,CENTCOM Conducts Airstrikes Against Iran-Backed Houthi Missile Storage and Command/Control Facilities in Yemen,centcom.mil,,https://news.google.com/rss/articles/CBMi8gFBVV95cUxNS0hqRWp2NGpBVXRia0NjX21xekJ3a1pfbG9ISTA2ZlBoVHRIck5kNTFmZlExb3hqNmxvYU9Ia0tPX3dnay1HOTRWZEZOX2xnS19jdGVlcVJicHZxNm90dzBHVUl3eVEzMF9BamZwLTVnZ0R2QVdVc0J1QWlwNzFEUXhqZXJNUW4zdkIxV1hZQWJjSzFtb2hpYUZkQ3IzSkNoc19Jek5waGhZTWR3VVV5ZEpWU0lVdTJwT3B1NUkxdEdhc2lPQnZ6cmFTUzhoWEhfLWRrcW1WT1RaOEMwUXhnWFRuU2ZrVDVVSEJNcFpnUEJ3dw?oc=5,2024-12-21 08:00:00
2024-12-21,ConocoPhillips Stock: Merger With Marathon Oil Offers Synergies: Upgrade To Buy (NYSE:COP),Seeking Alpha,,https://news.google.com/rss/articles/CBMisgFBVV95cUxQbUtzN0pVaEFJQW1WYmFZQjRwMVotNzc2NjFtXzVmUVNaeExhdlNaUEdTdGNfTWNyZ3BEdmhfa09ZY0VMZmh4dkdTWTcxXzRRSVpDaVRSMlZZREIzbkQ4blNsUEhSX2JLY205QnlkVmdSbWdkcy02R3hFZ2Y4UFJWTUZMREhDelYxVWtXLVA5REZaVEphV2JfckFJWVVsLXRhNXN2bi1fdkFVRlBGT01aNHpn?oc=5,2024-12-21 08:00:00
2024-12-21,Mosaic's Moment: Why This Inflation-Linked Stock Is Ready To Bloom (NYSE:MOS),Seeking Alpha,,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOX3loWHN1cFZTd0dvRE01dkU1YTlfSHBPQnpWSEZxVlg5NnFVY2xBMURxTFhUczd1MVRNV0Zidl9wUkdWQnNQX0Y1WVl4SWdyNHhISVVWbGRrYjVNc1otR2xzSEpLd3hFcnU5UDVpNkRQc0xETE5wMnZlS0xkT3RFZF9hR0xZT0MxS1F0ZTd3NUR2alpYTkcxR3VwUkVBZEh2YU55ZTc2ekc?oc=5,2024-12-21 08:00:00
2024-12-21,Navy shoots down its own F/A-18 in Red Sea fight,Task & Purpose,,https://news.google.com/rss/articles/CBMiaEFVX3lxTE8zbktiODktdEF1VG1NTGZFYV8ydEozSEhxcnlxN01EMUlJSmxtdThkcTY0dFp5UmdvQkxlWGlJRWFHc2FXNEpYNG95UG9mbkh1cnJSTlNfVHhiai0tTXExU0YtamFkR0VE?oc=5,2024-12-21 08:00:00
2024-12-21,"There's now a 40% chance the Fed will pivot back to hiking rates again next year, top economist says",Fortune,,https://news.google.com/rss/articles/CBMirgFBVV95cUxNVVR5UC1idUM1ZGtlLTAzdmg2Y3FjT0R5akt6N3U2NUtqRndrZWlUZU9LX1hVT2tzRGl4S1JsZFRxZk41YWJ0dG83bWQ3S3lCV3FMLTVlZjNIbmNibnk1TFRxWEwxenNhSnhOX05HQmFralJTdkFwcFBXTk1XemZKVlI1YmE0Y2FGYXFTb0JBaDdjN3JfbFozU3Z5TzRPSnBub0p6U1dqelRUemNpVGc?oc=5,2024-12-21 08:00:00
2024-12-21,Two US Navy pilots shot down over Red Sea in ‘friendly fire’ incident,Military Times,,https://news.google.com/rss/articles/CBMixwFBVV95cUxOMzVRWHIzUnBHX1pVcUZEdXAtSTNCZGJZXzh6TVNsY1pTUU1OdDBDYzR3MTMzV0Z5M1hYdFhIREhIM1hPdzhwSWZ0cF9temNtZXRZUWtEbmYtU0lac3lVek1waXVDRkthLXpVT1lYQlNZV2R0ZzNnM1ZRNnFzcFFkQV9TVVV1TWhLNTR6QUNKWWJpWkJ6VGlpRnFYMmNnYTVrOEhGVXpUVndnNVRtdWVaQVYxWTN2ZDc5dDVtZXExUWxrTFdPeVNV?oc=5,2024-12-21 08:00:00
2024-12-21,US pilots shot down over Red Sea in 'friendly fire',BBC,,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1xTkdfNTg1ZFUwZ0RoMWM5SGNwSmRKNHBqd2ctRDQzRFdiU1pKRGlhcHpUa0duSHZyWkg3MW90V2lCMmdhRHM3TUJHSXlyZEUxMDltcW43Y3o2Zw?oc=5,2024-12-21 08:00:00
2024-12-21,US says it conducted strikes against Houthi targets in Yemen’s capital,Al Jazeera,,https://news.google.com/rss/articles/CBMirAFBVV95cUxOUkZ5U2hndlFOZkhsemctMEhkeE1UYXdFQXJDNDAwOExoZGIzOWExZmtUbGN2V0Q0cUVxSGwzWUl2RUhZRHR4REZlNTFmek1KcXQ2d1A5YzY4cDE2UWZmZW9ZM09KZVlFOFA3Wm1HZ2hSSEVkVnVhRWZvQTlWVjdxREF6VGVXUEtHVUF4aFlVVEluLUVHZzByR21QLUZDZzFRUWZMOThsX2oyTHR60gGyAUFVX3lxTE5GQjAzR1pyVmQ3eXhIcjVfZldzQnkxQWZtTkZLZ3pfWEM1bkVrZDlvMW9JY1gwRWdjLW1iUGdWOEpmeGRBTWFiMFpwSERfNWN3aVpnLUtadmRTcE1ndjA2LTRONXpaTC1sRkZyMjJwWEFtd2l1LV9ncWJJNE92aGx1THdYNnloa2lXdmU3UFU1d2doczljdkY4X1pKeVNXWjBkMmpXMmxDbUc0RTYxaDhTaHc?oc=5,2024-12-21 08:00:00
2024-12-22,2 US Navy Pilots Shot Down In 'friendly Fire' Incident Over Red Sea,i24NEWS,,https://news.google.com/rss/articles/CBMiswFBVV95cUxNUzh4WmpISXB3cFlDRlpzeHE0aVFxWXFzVTYzbnU3b0ZuWlgzQVY4VUV5VG8tWmprNDFWRm54TnhYS2pkdlpDc0Z4SDZHNDhVVWljem1DcDF3ZWtvMmk1ajBFM0ZJSGtTejdhTE1aZm5HY3ppdko0OGVrSlF2Uk5ub1UtNUJfN1p6TTdUMjFRa2plMEloMGhmcERYNU5qUnJQeVV0Nm9pTkdEZjNDS2RWYjl2VQ?oc=5,2024-12-22 08:00:00
2024-12-22,"Houthi Attacks in the Red Sea as of December 22, 2024 at 2:00 PM ET",Institute for the Study of War,,https://news.google.com/rss/articles/CBMioAFBVV95cUxNN2tmVkk2NGhwVFhEU1lvZDNGN1VEcFBvZnNUemh5U1p4QTdrdl8yM1ZieVJkWlg5ZFBBT0NCdGRlaUVQOXR5YkZ5TXcyVnV6MDRlMGNwUlFWMWhCXy0zSU8zZ3lqS0tNTmhNaUJUVlpYWHJVZDZkbDRkc25FQUE4YjVDblVUc29qc1hZeHZ4QWVSTjJfc0g5QXdDbUhmUDJv?oc=5,2024-12-22 08:00:00
2024-12-22,Investors Are Doing Something We've Never Seen Before. Here's Warren Buffett's Best Advice for the Situation.,The Motley Fool,,https://news.google.com/rss/articles/CBMimAFBVV95cUxOc1A3X010bnZPbWJOTGxhaFlmZHF2VEIxYXEyMThiVVB0QmpQd1Rzelc0T2VHUkJQV0RNVUJvV1NPMnhVQ3k4SFhSTS10Ty1zcVZPMWVfaXhzTWVjbFo4U05KUE9tV0JIaF9PcEcxU09LeFB1NWhDNzVXcEhSNEFtRk1rRllNRm45UUdhUjZWeTc3V2I2TXBDbw?oc=5,2024-12-22 08:00:00
2024-12-22,Is Occidental Petroleum (OXY) the Top Oil and Gas Stock To Invest In According to Hedge Funds?,Yahoo Finance,,https://news.google.com/rss/articles/CBMihAFBVV95cUxPeFAxNGhEamQ5LTcyUll5MUNSMGhCRUFFWFgyV2hkMHVNejV3VlNvcmdPczJkSHNuU2hlb0NlR04tWkJaUURLbEhPeFMxT2h0Mmp3STVvR29hbktCWU95NUozLXUzS1lJZHpuM2pUbkhoX3g0VzJDNHlKdGQxTC1sTDhqSzE?oc=5,2024-12-22 08:00:00
2024-12-22,Is a Bear Market Coming in 2025? Here's Exactly What I'm Doing Right Now to Prepare,The Motley Fool,,https://news.google.com/rss/articles/CBMijwFBVV95cUxQZVowcWVPNWpMLWRGLTBFVkNLWF9GTEdGVzVjTHQzeTBiUmtabUY1Y19wdmJtVF9URGs1TnBEVXpMb1BaZ1dtd0pBNWxxYkFqUjBOMGxwaHY0b3IyeUt1SjNrclo4c3Z4cXU5aUllTG1Ga3hKTmMxOG1hcXdlRXRHTUNUbGkzMmVoU1FBeU5KRQ?oc=5,2024-12-22 08:00:00
2024-12-22,Just how frothy is America’s stockmarket?,The Economist,,https://news.google.com/rss/articles/CBMinwFBVV95cUxNMWhJbTNjenJnNm9CODhaZTFyUUo0bVhwX2NGZGF6MDFxbDBnVm02MzU3bE80cmwzMlAxWEFnZExuY3loWkd4YW5obEdkMW1tQWJhT2ItMjI1S2tfLU5Nd2FVSktEVmhkTmxnMDZlMDRKWklIN0hJU3dUaUp0dUV1OXZuXzNXTWtiUWFvcnhBVW05VGlkZTU3UW1PeUNuWFk?oc=5,2024-12-22 08:00:00
2024-12-22,Khamenei says Iran does not have or need proxy forces in Middle East,The Times of Israel,,https://news.google.com/rss/articles/CBMioAFBVV95cUxPTnhKY1l5bXJ6ZlJtQm1aRm83V1RqQW1lU0VfOXJ4ejNjYU9hVGpTVGhwOG9kd0UxaE1rMjE0a1ZRT1puRnVUZW8xYTRGWjU4WDlwUzhKT29OWk9tMUFpZGo5OHJCRDN3ZDk3Wmp3bzE5emhyb2pUT20xQmJyYUstVFhuOUMzT1NPWi1DSnVsSzA3VldRak41UThYbTBJNDlR0gGmAUFVX3lxTE1ORWlKWlB2VC1iRTREbnJ4T201ODB3S3J2N3BQSEJNVl9SVXBVQmkwLWFqMHIxUE9fVW9wV0s5cmtHcjNMdDNrV3VkMVVDRTh1UEFma1RZNTNMUE8tTXhIRnlkRTNkYVZVV1dDS2ZiSlpYOWY2TTJNRnBXOHdzMWd0SF9Qa0hJMmhqZk91LURrRHMxTExXSFVpNlJ1OWo1cERrOER5SUE?oc=5,2024-12-22 08:00:00
2024-12-22,"News Wrap: 2 U.S. Navy pilots rescued, 1 injured after Red Sea friendly fire incident",PBS,,https://news.google.com/rss/articles/CBMitwFBVV95cUxPdFg0Q2RDWFBPcjlmcEh3U2NqWXR3bWVWVmE1ZTA1MTVkQ1hyb0REenQ1OTRZNVV2eVBJOEpTOVltODF0TG8ydjVpZTlhQ0dQaUpHU1BHYW8wZmhTU0Q2U2g1Sm1Tb24yMjdUTmZrV3piVFd2WXBKNlg2SHlUQk1pWW52UmNVZWM2bHAxREQtOEExRHFyM2U4WEk2ZzJVRDBUelMxU011NGhOeElzRDdTWVBacXpPMkXSAbwBQVVfeXFMTkUxek5TVUpRQkJOWnpfQTUwMm5mQnd5YU4yUFk2RE00YzRhWGFUWEVNLXRaQkVEdFYwVlFqSldrUy1Lc1dybUNuU19pU05ZNnotSHR4Q1NpYTBIUGFmRXdna1h0WmlIXzZrcVd3bHNPaVh1NXdmRnRZYWZodTBQcUdPRENnM2Rkc1h0ZzhWOFhBdTVEVmhsNXBCbG0ySnEwblV1eEpvNm1GamR6RUREZng2bDFsLVMwVmxnQkM?oc=5,2024-12-22 08:00:00
2024-12-22,News from Israel and the Jewish world in Spanish,Aurora Israel,,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPalRnX0xTWTlHbzY3bUhpdmdZc25nUm9BZmYyY05IUGc5TWZKbTY5VlNyUUxKYTNlWnlFZXV3cld1eHNzT2VPUlhIX1JSMkxySmRZSWhuLUZEd3F3RHdESUZhbU9CUDdqNGU1MDhLSmpsYTd0TFhLX2t4VlpUd3Q1VEx2VXJoUHlRU2E0S2lxQzhJT0ptaG9SVFRtR1h6MUI4aTY2TkZzVWw3RFE?oc=5,2024-12-22 08:00:00
2024-12-22,Two US Navy pilots eject safely over Red Sea after fighter jet shot down in apparent friendly fire incident,CNN,,https://news.google.com/rss/articles/CBMifEFVX3lxTE55ZlpEMGprZkxSX3FaN0ZJaVhmQ0NxQXlYTUFOanhDdjJoWVl3LVFJM3phWU9KNHp5Q2pNWEVYckNuTUxkU0UtSkNqOWs4SnNudDhZUnkycVZqaDFkWUtJYjN5Vmhvanlxa0h2dVlYVDZXYXMtbkV0YTRYRHU?oc=5,2024-12-22 08:00:00
2024-12-22,Two US Navy pilots shot down over Red Sea in 'friendly fire' incident,France 24,,https://news.google.com/rss/articles/CBMitwFBVV95cUxQdVkxS0JTM1BZRmg2Q0FPYlVDR1dnb3k2NjVndnJwRldxVXFCMDAzMzJBNDYxVmZqNVVSampGbjB2WWNQdHZHTXNZSUhmVU5DUzQ1RkJlanlydjRqXzAxZVpTb1V0MzZfa296LWZhLVU3akREQ3BhOWx1RUpkUDZyNUFGTHptNTR0VGJuMFJzOWEzREp6T3ZibFVxelBZMTNoX1pURjJVcXBoV3NfclN6MFBXMld3WFk?oc=5,2024-12-22 08:00:00
2024-12-22,Two US Navy pilots shot down over Red Sea in apparent 'friendly fire' incident: US military,Fox News,,https://news.google.com/rss/articles/CBMitgFBVV95cUxOYnI3c3hMMVNrQmVnRnRHRlRYaVc2bFlBWjlIQmE1S0ZTQ2Z4Ykx5LVphTWpXUG9kRGZsY2p3S0RRMzdESndMR1VieUd6ZTRtOV9fYzVtbkpveENlZUc1Z2FwbnowRWdkcmlrQVRiOGJUMjZCZUJhRGxTRnZydzV0QTVIdGtWRV95RzBJeHBSU0p1bGhWajF0aFpUeXBYc2x4eFBxSFJDVTRTd2t4bWJURlByU1psd9IBuwFBVV95cUxPMzlQT1VHX25teENRbWpHeDFRWGRXM1NPLVBXX0JxRTljV0x3R2YtWWZGdHJDaEF1dmZoVmpodERCeThnY3A1TVhaVkRKUlhjd1ZhNk9tdVByMzlCLWNnYXkzMEY5YmVsdFhRUmtsY2tRX1BkNlR6LTdjam5ZTzZxU0NvZUhJUndvNmlUTGM4QTBPeXhfWEd2dEpfb0VCR3d2dFZuZ0NkTEpNTktsZEFqNGtvRXhGVGptX2tJ?oc=5,2024-12-22 08:00:00
2024-12-22,Two US Navy pilots shot down over Red Sea in apparent ‘friendly fire’ incident,Amu TV,,https://news.google.com/rss/articles/CBMiOkFVX3lxTE9ad0xnNjJYWXgyTXZRbXdMRVFSUUwybzlTX09xSG1UcFpZXzIwSEJxRnc4cW1qaTJfMVE?oc=5,2024-12-22 08:00:00
2024-12-22,Two US pilots shot down by 'friendly fire' over Red Sea,DW.com,,https://news.google.com/rss/articles/CBMijwFBVV95cUxOSGRsVDhyVmVPcGNwTTI2UWtoOE5yOFNlM1RSQ0RucTlrNEdLeGJTVFJNYzJLeXNLMnhCVXA0Tlk3dzRCSThualFCSm5aVEczVEhuVm5xV2h3cVZLNE0xNTY4S0ZmNzYwYnVoZ2VISUFPaE9QYlBGUHRpQXFaT1hSc1RJYmljUmNlcjlJVDQwY9IBjwFBVV95cUxQVjVkXy1LU05QR3JDSTBPZHhNbHBGbHZ5MVpoSGJ6emxwT09KN0xBeUU3bWNlSldSZzBRdzJYa1U0Q09tOVFkNWNJSWxxU0hydHlzVkhwXzdFRG5kZldwN200c1kzYThvZUM0NDBOZmNPcC1RSWJuNXBvVUI0TzVPR3FaQTJKblQ2eGVTUXJ1VQ?oc=5,2024-12-22 08:00:00
2024-12-22,U.S. F/A-18 Super Hornet Shot Down Over Red Sea in ‘Friendly Fire’ Incident,The National Interest,,https://news.google.com/rss/articles/CBMitAFBVV95cUxPRHdvd0Y3b0wwSFpORE9CdldvdHhQMldFNWpZcUJGZ0s0MWdiVWJwN2JLQm5tS0ZHcmhYNEktQ1gwel9DLS1NM3NVSG04bWZTQi02ekRkdzBTX082bTJJVnMzS3JqY0VIRy1sZnBpbktOeV80Zmt2QzFjOHQ4Z0U5YnZWYllzc2NOa2F3YjA4YmtLM0tsNno3VzE3TGMtaGUxQzhpOFBsTTdETkVkeHFCdGtfS2k?oc=5,2024-12-22 08:00:00
2024-12-22,U.S. Fighter Jet Shot Down Over Red Sea by Apparent Friendly Fire (Published 2024),The New York Times,,https://news.google.com/rss/articles/CBMic0FVX3lxTE80VDJHRldOVUlPR3M4d1N0VzBjR01qWlBKNUVJQjd3ZzlfOTNiUU5RWkcyMVVuWGlzdkY5eUUtcjhnekpsMlM4WFJzNmxHc3JsdXVjMXEzeVRZTGo1MXk1ZU5lQW9Ld1NxQmhlLTc5a0xLTms?oc=5,2024-12-22 08:00:00
2024-12-22,U.S. Navy Shoots Down Own Plane as Fresh Strikes Target Houthi Rebels in Yemen,WSJ,,https://news.google.com/rss/articles/CBMixwNBVV95cUxPZmU0eS02NDc3TFp0VG5jaXkycjNJWkVQbmhjdTdaaHNrOEtTOEdCMWFzc3UxamNWYkhmTnNQbkMyRk0wZFBNSC01b1hOWnZuUGtwSmlRNEFVQzN6OWFfekt6MUgyQ2dnc3VuaWlaNDR2Y29jYzBkX1hxSHhJY2FlVEM1a1pJV0EzajNKMm1xclpwdmtUcGxMOE9odGp4M2hZU3NndXJHc0pTRWdod1ROc1pwZjBGR19nTVZTYnVWSTJremZTVi1kNldMb2N6ZzJ4MmxhLXc1blZYLXhGQ0tNd3o5elZmN3VCMXFfOHBPMEN5TmVuT0d3ZDZLbW5IeTAwRjMtX1RNbWc0ZFhaSDg3Z1dkOVp3WVRySlFLbnZFZmtseFo3QWdnYVJUSEppWmstYlJDd00tNVIwVTl3WlZiMENPdThIdHVNdDlzamU3bVA3U05maDROX01HTnFjMElzN1ZISGZFQmdfSks4VnYwVXVvczZJbmlBWUpKaDJrckc3YjFCTVpmSzNYeTN4X0JxeGVYYktDcm1vUFRfOWNNX3Y5eExxSlNxMFpwem55Y250RTVneUdDRzRfRi1CNF9fSlotUURJVQ?oc=5,2024-12-22 08:00:00
2024-12-22,"U.S. military mistakenly downs its own fighter jet over Red Sea, amid intensifying operations in the area",AL24 News,,https://news.google.com/rss/articles/CBMixgFBVV95cUxOa3RnbUJLYmhpa0hoWTJhTzgyYmg0Z1RMR2VkaWNVZDNVVzRVUHBVM3g3ZVJNekxxQnhhem92MDBqRUNkWmlwcWF3Z25tOGdEeFRrMnJTdkVxcDhIZzc0SGl6cmtpXzJVQzhGRklJalcxQ2w2b3BqdFp0MzN0OUNxSERwV0hrbGRkSTVwZ3RCdE05UEdJWVoycEhoaFlRSU9taVItNWc5Q0hmWjhyTUJTUGdYbVZWaHRnWGh0ekp2dmVMUWhVb3c?oc=5,2024-12-22 08:00:00
2024-12-22,"U.S. ship shoots down jet in friendly fire over Red Sea, military says",The Washington Post,,https://news.google.com/rss/articles/CBMimgFBVV95cUxOUVBRWVZ3OUZNRU54Rk40UVgtTGZiYVZISjNPVk14TVRtR3RyZ29XTzRYY3NSZHVTMnlJN1hmaXk1cGdWbkJnR294aE9Jc3FYTU93S3ZXZm5LTWI5QUItTWExMjUzQ1EyUUdWTUFPaEJ1SVBtblFCZjFfWXJGaWpqN0VZeFo1X1BWTUtkR01oaXk5Z3VDQkt6QjRR?oc=5,2024-12-22 08:00:00
2024-12-22,US Military 'Mistakenly Fired On' Own Plane in Red Sea in 'Friendly Fire' Incident,Latin Times,,https://news.google.com/rss/articles/CBMipgFBVV95cUxQZFFZeWl0TFo3U0NIaThBdFpQU2pra3llY1d5cnIxX0NyU2NaRXZyeGhRUGp2cVVtbXVjVmI5RFIxOGJia3Zuc2Q4c244MGZSRFE1T0RfSmRBdVdmOGMzbjBRWVRnOVJEREJMVC1GbVh4alcyQ01pOTlkVElEeVNvZ19JMXhpS3pDQ0NmQTJIM2ExbnhzVEMyOUNlYlhWNUFVZjJQNXF3?oc=5,2024-12-22 08:00:00
2024-12-22,US Navy Super Hornet shot down over Red Sea in apparent friendly fire incident,FlightGlobal,,https://news.google.com/rss/articles/CBMixgFBVV95cUxQTnZEUjhEWlVPLWx1aUEyRGNfYWc0MGRhdXQ0czBRd1ZoSGZLclFMckJYSkZSN2MyUGtmREw0ZlJKMEdVdmw3a3QxUEsybkxNZmhHVzk3Y0NpdHk3eXg0TlJ6d2NnRVUzLVAtbGR6THZlekVwWXBNd3NjXzRNUmx1VFkyNGRUMmxmaXJyOGxUNDJ3anlJQnFqMWREYml0VllpeWVVanpfelR2Y2Z5dEttM2xmbnZFeG9WQVpYSzlwRVBwVEw2U0E?oc=5,2024-12-22 08:00:00
2024-12-22,US Navy mistakenly shoots down Super Hornet from its own aircraft carrier over Red Sea,Forces News,,https://news.google.com/rss/articles/CBMisgFBVV95cUxPdHNxbEdFd1QxLTBPTzV5UGdveUFtWkZmaWpoV1VvYUpaWnMtSzhIaUFqMFRPZ1NsZ1hZX19DSnVuWVVRUlhGY2tHUXhkQjVxZTlqSnJHLW5tSzhIVUZDQmllazhPS3dNVXVVdkd6MktnUDVtMXRMN2NYcnFGRjE3ck4zTFI5T0t5WWdEYjMzR3gzNGNEOUZVYVdIZjVBdUNoZjRlV2xXbTR1MjFNSXh3Z01R?oc=5,2024-12-22 08:00:00
2024-12-22,US Navy pilots shot down over Red Sea; US says it was 'friendly fire',LiveNOW from FOX,,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPWkxUaW5rZTh1QmxqbDBfeEllTE9HcDlJbmw5S1hHbUVEdC1GMmp2ZGtIdmtqZEk5a3RCQkxXcGlMVjBDM0VlVllhaVp3NTFFdUEyRWtUVGtqc1F5UFg4LTZZcUxid3VZNnI3WWpNbW42N0ZleHFYeU5PNlhwc2FGUDNBSndsamJFMlZJ0gGQAUFVX3lxTE9TeExRdk5BeDRVZ2hHbURNaU9GT2dwWFhITklYRWFQSnU5enp3RkFyUTMyZE1iU0EyWk4xU1pGOWtWVE0wczZiZlVFYzlQNWdFYVNIOEhfdGJ5bVBDa3M2T2x1b2tHSWNDREJwaWVlRTlmNkdfX3hLT3pxdElwQ1pWNE9pMktmODB3YWtETXdqSg?oc=5,2024-12-22 08:00:00
